ITT,TRACKLINE,TRIP_DIRECTION,DESCRIPTION,x,y
48,Red,1,Takoma- Track 1; ,-8573693.597508978,4718428.53270731
241,Silver,1,Downtown Largo- Track 1; ,-8554302.187490752,4707423.906800819
62,Yellow,1,Braddock Road- Track 1; ,-8577574.194958031,4695072.00935536
60,Silver,1,Ashburn- Track 1; ,-8626243.187652342,4722321.19323782
271,Silver,2,Stadium-Armory- Track 2; ,-8569057.47467591,4705171.127143951
117,Green,2,Branch Avenue- Track 2; ,-8561648.605966164,4696762.69173254
152,Blue,1,Potomac Yard- Track 1;  Doors open right,-8576765.904135382,4697807.274654163
297,Silver,1,Smithsonian- Track 1;  motion;,-8574788.758659402,4705705.278647274
68,Green,2,Waterfront- Track 2;  Doors operating manually; Doors open left,-8573555.450020904,4703983.080394408
69,Orange,1,Dunn Loring-Merrifield- Track 1;  Doors operating manually;,-8596894.917099603,4705012.102723641
71,Red,2,Shady Grove- Track 2; ,-8590009.027357604,4739005.577130947
75,Yellow,2,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
74,Red,1,New York Avenue- Track 1; ,-8571961.911510197,4708301.640676965
82,Yellow,1,Huntington- Track 1;  Doors open left,-8579975.356374443,4692181.5117460145
80,Red,2,North Bethesda- Track 2;  motion;,-8584181.674653558,4728629.33477064
76,Red,2,Rockville- Track 2; ,-8588125.724212363,4734062.225874596
273,Blue,2,Downtown Largo- Track 2; ,-8554313.987356776,4707436.780445783
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
65,Blue,2,King Street-Old Town- Track 2; ,-8578393.39509078,4694013.850562149
92,Red,2,Friendship Heights- Track 2; ,-8581130.407410914,4716040.7407686245
98,Green,2,Branch Avenue- Track 1; ,-8561780.074284792,4696886.578519149
160,Silver,1,Greensboro- Track 1; ,-8597674.487493629,4710396.292335668
101,Red,2,Dupont Circle- Track 2; ,-8576451.42657389,4708776.157806668
103,Yellow,2,Ronald Reagan Washington National Airport- Track 2; ,-8576514.990003135,4700705.660914121
129,Green,2,Southern Ave- Track 2;  Doors open left,-8568836.171528213,4698909.990472938
116,Orange,2,Virginia Square- Track 2;  motion;,-8583070.594815949,4704990.50877217
255,Blue,2,L Enfant Plaza Lower- Track 2;  motion;,-8574058.72543878,4705199.01387704
37,Green,1,West Hyattsville- Track 1;  Doors open right,-8568203.097584073,4715265.978193162
508,Red,2,Fort Totten Upper- Track 2; ,-8571769.99670807,4714515.3223357145
511,Green,1,Southern Ave- Track 1; ,-8569045.674809886,4698720.765315767
111,Orange,1,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
509,Green,2,Greenbelt- Track 2;  Doors open left,-8561721.742871616,4723265.401941804
322,Yellow,1,Crystal City- Track 1;  Doors open right,-8577230.551689954,4701332.354938014
507,Yellow,2,L Enfant Plaza Upper- Track 2; ,-8574047.148211736,4705004.523384455
128,Silver,2,Ballston-MU- Track 2;  motion;,-8584204.829107642,4704823.04995147
203,Blue,1,Metro Center Lower- Track 1;  Doors open left,-8574736.661137713,4707116.946721713
15,Red,1,Gallery Place Upper- Track 1;  Doors open right,-8574138.875472153,4707122.096022117
120,Blue,1,Franconia-Springfield- Track 2; ,-8590183.019721715,4688352.919596243
23,Yellow,2,Braddock Road- Track 2; ,-8577721.58196384,4694837.853492047
25,Yellow,1,Mt Vernon Sq- Track 1;  motion;,-8574033.789872844,4708298.779621934
207,Blue,1,Capitol South- Track 1; ,-8572181.544865534,4705215.459934998
341,Blue,2,McPherson Square- Track 2; Doors open bothsides,-8575322.869576227,4707552.214858087
11,Red,2,Gallery Place Upper- Track 2;  Doors operating manually; Doors open right,-8574138.65283317,4707127.674433836
257,Green,1,Columbia Heights- Track 1;  Doors open left,-8575213.77647525,4711292.599337955
18,Orange,2,Eastern Market- Track 2; ,-8571352.659937086,4705266.51438886
35,Yellow,1,L Enfant Plaza Upper- Track 1; ,-8574037.46341604,4705229.760876599
31,Red,2,New York Avenue- Track 2;  motion;,-8571976.828321965,4708306.933630894
43,Orange,1,Virginia Square- Track 1; ,-8583067.477870207,4704985.932576429
299,Silver,1,Reston Town Center- Track 1;  motion;,-8611697.849026822,4714900.37723153
29,Blue,1,Addison Road-Seat Pleasant- Track 1;  motion;,-8559815.730550252,4705452.572146696
30,Orange,2,Cheverly- Track 2; ,-8562510.107505415,4709663.165175968
505,Silver,2,Smithsonian- Track 2; ,-8574783.304004354,4705706.422777022
51,Orange,2,Federal Triangle- Track 2;  Doors open left,-8574725.19523016,4706475.450132664
47,Silver,1,Court House- Track 1;  motion;,-8581298.054564048,4705942.688330232
337,Orange,2,West Falls Church- Track 2;  motion;,-8592665.667005384,4707482.982661517
50,Green,1,Gallery Place-Chinatown Lower- Track 1;  Doors open left,-8574031.452163536,4707125.3858543
48,Red,1,Takoma- Track 1; ,-8573693.597508978,4718428.53270731
241,Silver,1,Downtown Largo- Track 1;  motion;,-8554302.187490752,4707423.90680082
62,Yellow,1,Braddock Road- Track 1;  motion;,-8577574.194958031,4695072.00935536
60,Silver,1,Ashburn- Track 1; ,-8626243.187652342,4722321.19323782
117,Green,2,Branch Avenue- Track 2; ,-8561648.605966164,4696762.69173254
152,Blue,1,Potomac Yard- Track 1; ,-8576765.904135382,4697807.274654163
297,Silver,1,Smithsonian- Track 1;  motion;,-8574788.758659402,4705705.278647274
68,Green,2,Waterfront- Track 2;  Doors operating manually;,-8573555.450020904,4703983.080394408
69,Orange,1,Dunn Loring-Merrifield- Track 1; ,-8596773.801493619,4705063.871191545
71,Red,2,Shady Grove- Track 2; ,-8590009.027357604,4739005.577130947
75,Yellow,2,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
74,Red,1,New York Avenue- Track 1;  Doors open left,-8571961.911510197,4708301.640676965
82,Yellow,1,Huntington- Track 1;  Doors open left,-8579975.356374443,4692181.5117460145
80,Red,2,North Bethesda- Track 2; ,-8584181.674653558,4728629.33477064
273,Blue,2,Downtown Largo- Track 2;  motion;,-8554313.987356776,4707436.780445783
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
65,Blue,2,King Street-Old Town- Track 2; ,-8578491.467562169,4693927.854101187
92,Red,2,Friendship Heights- Track 2; ,-8581217.459252715,4716260.210324364
98,Green,2,Branch Avenue- Track 1; ,-8561780.074284792,4696886.578519149
160,Silver,1,Greensboro- Track 1; ,-8597490.587694837,4710179.095749823
101,Red,2,Dupont Circle- Track 2;  motion;,-8576451.42657389,4708776.157806668
103,Yellow,2,Ronald Reagan Washington National Airport- Track 2; ,-8576514.990003135,4700705.660914121
129,Green,2,Southern Ave- Track 2; ,-8568836.171528213,4698909.990472938
116,Orange,2,Virginia Square- Track 2;  motion;,-8583070.594815949,4704990.50877217
16,Silver,2,Morgan Blvd- Track 2;  motion;,-8556877.675229747,4706506.487050614
255,Blue,2,L Enfant Plaza Lower- Track 2;  motion;,-8574058.72543878,4705199.01387704
37,Green,1,West Hyattsville- Track 1;  Doors open right,-8568203.097584073,4715265.978193162
332,Blue,2,Crystal City- Track 2;  motion;,-8577230.10641199,4701326.922661427
2,Orange,1,Federal Center SW- Track 1;  motion;,-8573375.001126327,4705215.745953633
111,Orange,1,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
509,Green,2,Greenbelt- Track 2;  Doors open left,-8561721.742871616,4723265.401941804
322,Yellow,1,Crystal City- Track 1; ,-8577429.034342038,4701297.188146274
128,Silver,2,Ballston-MU- Track 2;  Doors open right,-8584204.829107642,4704823.04995147
203,Blue,1,Metro Center Lower- Track 1;  motion;,-8574736.661137713,4707116.946721713
15,Red,1,Gallery Place Upper- Track 1; ,-8574138.875472153,4707122.096022117
120,Blue,1,Franconia-Springfield- Track 2; ,-8590183.019721715,4688352.919596243
24,Blue,1,Arlington Cemetery- Track 1;  motion;,-8578622.490602832,4705154.538149295
25,Yellow,1,Mt Vernon Sq- Track 1;  motion;,-8574033.789872844,4708298.779621934
207,Blue,1,Capitol South- Track 1; ,-8571964.360538995,4705215.316925684
341,Blue,2,McPherson Square- Track 2;  motion;,-8575322.869576227,4707552.214858087
11,Red,2,Gallery Place Upper- Track 2;  Doors operating manually; Doors open right,-8574138.65283317,4707127.674433836
257,Green,1,Columbia Heights- Track 1;  Doors open left,-8575213.77647525,4711292.599337955
18,Orange,2,Eastern Market- Track 2; ,-8571352.659937086,4705266.51438886
35,Yellow,1,L Enfant Plaza Upper- Track 1; ,-8574037.46341604,4705229.760876599
34,Red,1,Van Ness-UDC- Track 1; ,-8578615.254835932,4713537.2913422
31,Red,2,New York Avenue- Track 2;  motion;,-8571976.828321965,4708306.933630894
43,Orange,1,Virginia Square- Track 1;  Doors open right,-8583067.477870207,4704985.932576429
299,Silver,1,Reston Town Center- Track 1;  motion;,-8611697.849026822,4714900.37723153
29,Blue,1,Addison Road-Seat Pleasant- Track 1; ,-8559815.730550252,4705452.572146696
505,Silver,2,Smithsonian- Track 2;  Doors open right,-8574783.304004354,4705706.422777022
51,Orange,2,Federal Triangle- Track 2; ,-8574725.19523016,4706475.450132664
47,Silver,1,Court House- Track 1;  motion;,-8581298.054564048,4705942.688330232
337,Orange,2,West Falls Church- Track 2;  motion;,-8592665.667005384,4707482.982661517
50,Green,1,Gallery Place-Chinatown Lower- Track 1;  Doors open left,-8574031.452163536,4707125.3858543
48,Red,1,Takoma- Track 1; ,-8573693.597508978,4718428.53270731
241,Silver,1,Downtown Largo- Track 1;  motion;,-8554302.187490752,4707423.906800819
62,Yellow,1,Braddock Road- Track 1;  motion;,-8577574.194958031,4695072.00935536
60,Silver,1,Ashburn- Track 1; ,-8626243.187652342,4722321.19323782
117,Green,1,Branch Avenue- Track 2; ,-8561980.004090257,4697037.330911463
152,Blue,1,Potomac Yard- Track 1; ,0,0
297,Silver,1,Smithsonian- Track 1;  Doors open right,-8574788.758659402,4705705.278647274
68,Green,2,Waterfront- Track 2; ,-8573287.281367581,4703983.65236231
71,Red,2,Shady Grove- Track 2; ,-8590009.027357604,4739005.577130947
75,Yellow,2,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
74,Red,1,New York Avenue- Track 1;  Doors operating manually; Doors open left,-8571961.911510197,4708301.640676965
136,Green,2,Mt Vernon Sq- Track 2; ,-8574048.150087155,4708298.779621934
82,Yellow,1,Huntington- Track 1;  Doors open left,-8579975.356374443,4692181.5117460145
80,Red,2,North Bethesda- Track 2;  Doors open left,-8584181.674653558,4728629.33477064
273,Blue,2,Downtown Largo- Track 2;  motion;,-8554313.987356776,4707436.780445783
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
65,Blue,2,King Street-Old Town- Track 2; ,-8578654.773255162,4693809.860139562
98,Green,2,Branch Avenue- Track 1; ,-8561780.074284792,4696886.578519149
100,Red,2,Van Ness-UDC- Track 2; ,-8578602.453094488,4713543.875166603
160,Silver,1,Greensboro- Track 1; ,-8597490.587694837,4710179.095749823
101,Red,2,Dupont Circle- Track 2; ,-8576451.42657389,4708776.157806668
103,Yellow,2,Ronald Reagan Washington National Airport- Track 2;  motion;,-8576514.990003135,4700705.660914121
129,Green,2,Southern Ave- Track 2; ,-8568597.725178935,4699159.104186637
116,Orange,2,Virginia Square- Track 2;  Doors open right,-8583070.594815949,4704990.50877217
255,Blue,2,L Enfant Plaza Lower- Track 2;  Doors open left,-8574058.72543878,4705199.01387704
37,Green,1,West Hyattsville- Track 1;  motion;,-8568203.097584073,4715265.978193162
332,Blue,2,Crystal City- Track 2;  motion;,-8577230.10641199,4701326.922661427
2,Orange,1,Federal Center SW- Track 1;  motion;,-8573375.001126327,4705215.745953633
111,Orange,1,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
509,Green,2,Greenbelt- Track 2;  Doors open left,-8561721.742871616,4723265.401941804
128,Silver,2,Ballston-MU- Track 2;  Doors open right,-8584204.829107642,4704823.04995147
12,Orange,1,McPherson Square- Track 1; ,-8575322.646937247,4707546.636213195
203,Blue,1,Metro Center Lower- Track 1; ,-8574737.106415674,4706867.637883249
15,Red,1,Gallery Place Upper- Track 1; ,-8573964.215191096,4707121.666913651
120,Blue,1,Franconia-Springfield- Track 2; ,-8590183.019721715,4688352.919596243
24,Blue,1,Arlington Cemetery- Track 1;  motion;,-8578622.490602832,4705154.538149295
25,Yellow,1,Mt Vernon Sq- Track 1;  Doors open left,-8574033.789872844,4708298.779621934
341,Blue,2,McPherson Square- Track 2; ,-8575322.869576227,4707552.214858087
11,Red,2,Gallery Place Upper- Track 2;  Doors operating manually; Doors open right,-8574138.65283317,4707127.674433836
257,Green,1,Columbia Heights- Track 1; ,-8575227.357453128,4711467.462835221
18,Orange,2,Eastern Market- Track 2; ,-8571352.659937086,4705266.51438886
35,Yellow,1,L Enfant Plaza Upper- Track 1; ,-8574037.46341604,4705357.755200236
34,Red,1,Van Ness-UDC- Track 1;  motion;,-8578615.254835932,4713537.2913422
31,Red,2,New York Avenue- Track 2;  Doors open left,-8571976.828321965,4708306.933630894
43,Orange,1,Virginia Square- Track 1; ,-8583067.477870207,4704985.932576429
299,Silver,1,Reston Town Center- Track 1;  Doors open left,-8611697.849026822,4714900.37723153
29,Blue,1,Addison Road-Seat Pleasant- Track 1;  Doors open left,-8559815.730550252,4705452.572146696
505,Silver,2,Smithsonian- Track 2; ,-8574783.304004354,4705706.422777022
51,Orange,2,Federal Triangle- Track 2; ,-8574718.961338675,4706850.044891709
47,Silver,1,Court House- Track 1; ,-8581298.054564048,4705942.688330232
337,Orange,2,West Falls Church- Track 2;  motion;,-8592665.667005384,4707482.982661517
50,Green,1,Gallery Place-Chinatown Lower- Track 1; ,-8574031.452163536,4707125.3858543
48,Red,1,Takoma- Track 1; ,-8573693.597508978,4718428.53270731
241,Silver,1,Downtown Largo- Track 1; ,-8554302.187490752,4707423.906800819
62,Yellow,1,Braddock Road- Track 1;  motion;,-8577574.194958031,4695072.00935536
60,Silver,1,Ashburn- Track 1; ,-8626243.187652342,4722321.19323782
297,Silver,1,Smithsonian- Track 1;  Doors open right,-8574788.758659402,4705705.278647274
71,Red,2,Shady Grove- Track 2; ,-8590009.027357604,4739005.577130947
75,Yellow,2,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
74,Red,1,New York Avenue- Track 1;  Doors operating manually;,-8571961.911510197,4708301.640676965
136,Green,2,Mt Vernon Sq- Track 2;  motion;,-8574048.150087155,4708298.779621934
82,Yellow,1,Huntington- Track 1;  Doors open left,-8579975.356374443,4692181.5117460145
80,Red,2,North Bethesda- Track 2;  Doors operating manually; Doors open left,-8584181.674653558,4728629.33477064
273,Blue,2,Downtown Largo- Track 2; ,-8554406.159895154,4707346.665273699
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
98,Green,2,Branch Avenue- Track 1; ,-8561780.074284792,4696886.578519149
100,Red,2,Van Ness-UDC- Track 2;  motion;,-8578602.453094488,4713543.875166603
101,Red,2,Dupont Circle- Track 2;  Doors open right,-8576451.42657389,4708776.157806668
103,Yellow,2,Ronald Reagan Washington National Airport- Track 2;  Doors operating manually; Doors open left,-8576514.990003135,4700705.660914121
116,Orange,2,Virginia Square- Track 2; ,-8583070.594815949,4704990.50877217
255,Blue,2,L Enfant Plaza Lower- Track 2;  Doors operating manually; Doors open left,-8574058.72543878,4705199.01387704
37,Green,1,West Hyattsville- Track 1; ,-8568097.67802629,4715545.126403943
332,Blue,2,Crystal City- Track 2;  motion;,-8577230.10641199,4701326.922661427
2,Orange,1,Federal Center SW- Track 1;  motion;,-8573375.001126327,4705215.745953633
111,Orange,1,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
509,Green,2,Greenbelt- Track 2;  Doors open left,-8561721.742871616,4723265.401941804
128,Silver,2,Ballston-MU- Track 2;  motion;,-8584204.829107642,4704823.04995147
12,Orange,1,McPherson Square- Track 1;  motion;,-8575322.646937247,4707546.636213195
203,Blue,1,Metro Center Lower- Track 1; ,-8574738.664888546,4706733.903305615
15,Red,1,Gallery Place Upper- Track 1; ,-8573848.331601182,4707104.502589843
120,Blue,1,Franconia-Springfield- Track 2; ,-8590183.019721715,4688352.919596243
24,Blue,1,Arlington Cemetery- Track 1;  motion;,-8578622.490602832,4705154.538149295
25,Yellow,1,Mt Vernon Sq- Track 1;  Doors open left,-8574033.789872844,4708298.779621934
341,Blue,2,McPherson Square- Track 2;  Doors open right,-8575322.869576227,4707552.214858087
11,Red,2,Gallery Place Upper- Track 2;  Doors operating manually; Doors open right,-8574138.65283317,4707127.674433836
257,Green,1,Columbia Heights- Track 1; ,-8575209.212376129,4711607.413041713
18,Orange,2,Eastern Market- Track 2; ,-8571352.659937086,4705266.51438886
35,Yellow,1,L Enfant Plaza Upper- Track 1; ,-8574037.46341604,4705357.755200236
34,Red,1,Van Ness-UDC- Track 1; ,-8578615.254835932,4713537.291342197
31,Red,2,New York Avenue- Track 2;  Doors open left,-8571976.828321965,4708306.933630894
43,Orange,1,Virginia Square- Track 1; ,-8582832.37110565,4705109.633592753
299,Silver,1,Reston Town Center- Track 1;  Doors open left,-8611697.849026822,4714900.37723153
29,Blue,1,Addison Road-Seat Pleasant- Track 1;  Doors open left,-8559815.730550252,4705452.572146696
505,Silver,2,Smithsonian- Track 2; ,-8574829.835551504,4705912.511249495
47,Silver,1,Court House- Track 1;  Doors open left,-8581298.054564048,4705942.688330232
337,Orange,2,West Falls Church- Track 2;  Doors open left,-8592665.667005384,4707482.982661517
50,Green,1,Gallery Place-Chinatown Lower- Track 1; ,-8574031.340844046,4707443.074233702
48,Red,1,Takoma- Track 1; ,-8573693.597508978,4718428.53270731
241,Silver,1,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
62,Yellow,1,Braddock Road- Track 1; ,-8577574.194958031,4695072.00935536
60,Silver,1,Ashburn- Track 1; ,-8626243.187652342,4722321.19323782
297,Silver,1,Smithsonian- Track 1; ,-8574745.789335957,4705532.802561784
71,Red,2,Shady Grove- Track 2; ,-8590009.027357604,4739005.577130947
75,Yellow,2,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
74,Red,1,New York Avenue- Track 1; ,-8571871.520083675,4708577.450166068
136,Green,2,Mt Vernon Sq- Track 2;  motion;,-8574048.150087155,4708165.026198925
82,Yellow,1,Huntington- Track 1;  Doors open left,-8579975.356374443,4692181.5117460145
80,Red,2,North Bethesda- Track 2;  Doors operating manually;,-8584181.674653558,4728629.33477064
273,Blue,2,Downtown Largo- Track 2; ,-8554406.159895154,4707346.665273699
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
98,Green,2,Branch Avenue- Track 1; ,-8561780.074284792,4696886.578519149
100,Red,2,Van Ness-UDC- Track 2; ,-8578602.453094488,4713543.875166603
101,Red,2,Dupont Circle- Track 2;  Doors operating manually; Doors open right,-8576451.42657389,4708776.157806668
103,Yellow,2,Ronald Reagan Washington National Airport- Track 2;  Doors operating manually; Doors open left,-8576514.990003135,4700705.660914121
116,Orange,2,Virginia Square- Track 2; ,-8583206.070636246,4704919.291959474
255,Blue,2,L Enfant Plaza Lower- Track 2;  Doors operating manually;,-8574058.72543878,4705199.01387704
332,Blue,2,Crystal City- Track 2;  Doors open right,-8577230.10641199,4701326.922661427
2,Orange,1,Federal Center SW- Track 1;  Doors open left,-8573375.001126327,4705215.745953633
111,Orange,1,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
509,Green,2,Greenbelt- Track 2;  Doors open left,-8561721.742871616,4723265.401941804
128,Silver,2,Ballston-MU- Track 2; ,-8584505.725691257,4704812.753683645
12,Orange,1,McPherson Square- Track 1;  motion;,-8575322.646937247,4707546.636213195
203,Blue,1,Federal Triangle- Track 1; ,-8574739.666763961,4706475.450132664
91,Silver,2,Wiehle-Reston- Track 2;  motion;,-8609481.366645636,4714209.006572905
120,Blue,1,Franconia-Springfield- Track 2; ,-8590183.019721715,4688352.919596243
24,Blue,1,Arlington Cemetery- Track 1;  Doors open right,-8578622.490602832,4705154.538149295
25,Yellow,1,Mt Vernon Sq- Track 1;  Doors open left,-8574033.789872844,4708298.779621934
341,Blue,2,McPherson Square- Track 2;  Doors operating manually; Doors open right,-8575322.869576227,4707552.214858087
11,Red,2,Gallery Place Upper- Track 2;  Doors operating manually;,-8574138.65283317,4707127.674433836
35,Yellow,1,L Enfant Plaza Upper- Track 1; ,-8574037.46341604,4705357.755200236
34,Red,1,Van Ness-UDC- Track 1;  Doors open left,-8578615.254835932,4713537.2913422
31,Red,2,New York Avenue- Track 2;  Doors operating manually; Doors open left,-8571976.828321965,4708306.933630894
299,Silver,1,Reston Town Center- Track 1; ,-8611697.849026822,4714900.37723153
29,Blue,1,Addison Road-Seat Pleasant- Track 1;  Doors operating manually;,-8559815.730550252,4705452.572146696
51,Orange,2,Metro Center Lower- Track 2;  motion;,-8574717.848143768,4707118.949227115
47,Silver,1,Court House- Track 1; ,-8581162.13346579,4706013.483255347
337,Orange,2,West Falls Church- Track 2; ,-8592665.667005384,4707482.982661517
48,Red,2,Takoma- Track 1;  Doors open right,-8573611.22108579,4718240.661816604
241,Silver,1,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
62,Yellow,1,Braddock Road- Track 1;  Doors open left,-8577574.194958031,4695072.00935536
60,Silver,1,Ashburn- Track 1; ,-8626243.187652342,4722321.19323782
36,Orange,1,Deanwood- Track 1; ,-8564378.493838888,4708529.240187117
297,Silver,1,Smithsonian- Track 1; ,-8574712.170849735,4705432.264370274
71,Red,2,Shady Grove- Track 2; ,-8590009.027357604,4739005.577130947
75,Yellow,2,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
136,Green,2,Mt Vernon Sq- Track 2;  Doors open left,-8574048.150087155,4708298.779621934
82,Yellow,1,Huntington- Track 1;  Doors open left,-8579975.356374443,4692181.5117460145
80,Red,2,North Bethesda- Track 2; ,-8584265.052952161,4728850.223876368
273,Blue,2,Downtown Largo- Track 2;  Doors open left,-8554313.987356776,4707436.780445783
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
98,Green,2,Branch Avenue- Track 1; ,-8561780.074284792,4696886.578519149
100,Red,2,Van Ness-UDC- Track 2;  Doors open left,-8578602.453094488,4713543.875166603
101,Red,2,Dupont Circle- Track 2;  motion;,-8576451.42657389,4708776.157806668
103,Yellow,2,Ronald Reagan Washington National Airport- Track 2;  Doors operating manually; Doors open left,-8576514.990003135,4700705.660914121
16,Silver,2,Morgan Blvd- Track 2;  Doors open left,-8556877.675229747,4706506.487050614
255,Blue,2,L Enfant Plaza Lower- Track 2; ,-8574222.031131774,4705198.870867956
332,Blue,2,Crystal City- Track 2;  Doors open right,-8577230.10641199,4701326.922661427
2,Orange,1,Federal Center SW- Track 1; ,-8573375.001126327,4705215.745953633
111,Orange,1,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
509,Green,2,Greenbelt- Track 2;  Doors open left,-8561721.742871616,4723265.401941804
12,Orange,1,McPherson Square- Track 1; ,-8575322.646937247,4707546.636213195
203,Blue,1,Federal Triangle- Track 1; ,-8574739.666763961,4706475.450132664
15,Red,1,Judiciary Square- Track 1;  motion;,-8573473.184917208,4706814.572936384
323,Green,1,Navy Yard-Ballpark- Track 1; ,-8572255.127048947,4703999.953461074
91,Silver,2,Wiehle-Reston- Track 2;  motion;,-8609481.366645636,4714209.006572905
120,Blue,1,Franconia-Springfield- Track 2; ,-8590183.019721715,4688352.919596243
23,Yellow,2,King Street-Old Town- Track 2; ,-8578393.39509078,4694013.850562149
24,Blue,1,Arlington Cemetery- Track 1; ,-8578622.490602832,4705154.538149295
25,Yellow,1,Mt Vernon Sq- Track 1; ,-8574033.789872844,4708298.779621934
207,Blue,1,Eastern Market- Track 1; ,-8571167.312984915,4705153.251073258
341,Blue,2,McPherson Square- Track 2;  Doors operating manually; Doors open right,-8575322.869576227,4707552.214858087
11,Red,2,Gallery Place Upper- Track 2; ,-8574365.410635917,4707126.816216448
114,Green,2,Hyattsville Crossing- Track 2; ,-8566750.044270748,4716703.888332784
35,Yellow,1,L Enfant Plaza Upper- Track 1; ,-8574037.46341604,4705357.755200236
34,Red,1,Van Ness-UDC- Track 1;  Doors open left,-8578615.254835932,4713537.291342197
31,Red,2,New York Avenue- Track 2;  Doors operating manually;,-8571976.828321965,4708306.933630894
222,Red,1,Dupont Circle- Track 1;  motion;,-8576456.435950976,4708774.011915051
299,Silver,1,Reston Town Center- Track 1; ,-8611423.891759979,4714857.719872702
29,Blue,1,Addison Road-Seat Pleasant- Track 1; ,-8559650.532425916,4705453.430222649
44,Red,1,Medical Center- Track 1; ,-8582379.078139143,4721417.1790115135
51,Orange,2,Metro Center Lower- Track 2;  motion;,-8574717.848143768,4707118.949227115
47,Silver,1,Court House- Track 1; ,-8581162.13346579,4706013.483255347
337,Orange,2,West Falls Church- Track 2; ,-8592817.061512865,4707477.117972332
48,Red,2,Takoma- Track 1;  Doors open right,-8573611.22108579,4718240.661816606
241,Silver,1,Downtown Largo- Track 1; ,-8554144.002494335,4707578.248574757
62,Yellow,1,Braddock Road- Track 1;  Doors open left,-8577574.194958031,4695072.00935536
60,Silver,1,Ashburn- Track 1; ,-8626243.187652342,4722321.19323782
271,Silver,2,Potomac Avenue- Track 2; ,-8569995.675344316,4704686.053242026
36,Orange,1,Deanwood- Track 1;  motion;,-8564378.493838888,4708529.240187117
68,Green,2,Navy Yard-Ballpark- Track 2;  motion;,-8572255.015729457,4703985.5112582175
71,Red,2,Shady Grove- Track 2; ,-8590009.027357604,4739005.577130947
75,Yellow,2,Huntington- Track 2; ,-8579991.052422645,4692183.654138558
340,Silver,2,Ashburn- Track 2; ,-8626475.288790647,4722646.090810739
136,Green,2,Mt Vernon Sq- Track 2;  Doors operating manually; Doors open left,-8574048.150087155,4708298.779621934
82,Yellow,1,Huntington- Track 1;  Doors open left,-8579975.356374443,4692181.5117460145
273,Blue,2,Downtown Largo- Track 2; ,-8554313.987356776,4707436.780445783
14,Blue,1,Van Dorn St- Track 1; ,-8585989.72582302,4692954.659079375
90,Orange,2,Vienna-Fairfax-GMU- Track 2; ,-8602076.282798575,4704127.360318077
98,Green,2,Branch Avenue- Track 1; ,-8561780.074284792,4696886.578519149
100,Red,2,Van Ness-UDC- Track 2;  Doors open left,-8578602.453094488,4713543.875166603
101,Red,2,Dupont Circle- Track 2; ,-8576537.921818236,4708967.430101092
103,Yellow,2,Ronald Reagan Washington National Airport- Track 2;  Doors operating manually;,-8576514.990003135,4700705.660914121
16,Silver,2,Morgan Blvd- Track 2;  Doors open left,-8556877.675229747,4706506.487050614
332,Blue,2,Crystal City- Track 2;  motion;,-8577230.10641199,4701326.922661427
2,Orange,1,Federal Center SW- Track 1; ,-8573244.423363626,4705215.745953633
111,Orange,1,New Carrollton- Track 2; ,-8557343.324659735,4714235.200503183
509,Green,2,Greenbelt- Track 2;  Doors operating manually;,-8561721.742871616,4723265.401941804
322,Yellow,1,Pentagon City- Track 1; ,-8578223.410228338,4701901.902358281
12,Orange,1,McPherson Square- Track 1;  Doors open right,-8575322.646937247,4707546.636213195
203,Blue,1,Federal Triangle- Track 1;  motion;,-8574739.666763961,4706475.450132664
15,Red,1,Judiciary Square- Track 1;  motion;,-8573473.184917208,4706814.572936384
